date,rank,song,artist,last_week,peak_rank,weeks_on_board
1997-02-22,17,"Don't Cry For Me Argentina (From ""Evita"")",Madonna,17.0,17,136
1959-01-05,84,May You Always,The McGuire Sisters,84.0,84,136
1971-07-03,93,K-Jee,The Nite-Liters,93.0,93,136
1982-03-20,66,Did It In A Minute,Daryl Hall John Oates,66.0,66,136
2018-06-09,19,I'm Upset,Drake,19.0,19,136
1991-05-18,91,Lily Was Here,David A. Stewart Introducing Candy Dulfer,91.0,91,136
2021-07-24,3,Stay,The Kid LAROI & Justin Bieber,3.0,3,136
1958-11-03,65,I Got Stung,Elvis Presley,65.0,65,136
1974-10-05,93,Sugar Pie Guy Pt. 1,The Joneses,93.0,93,136
2009-10-10,95,Red Light,David Nail,95.0,95,136
2019-08-10,82,Living,Dierks Bentley,82.0,82,136
1983-07-02,64,I'll Tumble 4 Ya,Culture Club,64.0,64,136
1983-02-05,80,Make Love Stay,Dan Fogelberg,80.0,80,136
1982-10-09,72,Missing You,Dan Fogelberg,72.0,72,136
1990-04-28,86,Club At The End Of The Street,Elton John,86.0,86,136
1990-08-11,77,Policy Of Truth,Depeche Mode,77.0,77,136
2016-07-30,91,You & Me,Marc E. Bassy Featuring G-Eazy,91.0,91,136
1998-01-24,23,Given To Fly,Pearl Jam,23.0,23,136
1984-03-03,40,Miss Me Blind,Culture Club,40.0,40,136
1958-08-04,84,Summertime Blues,Eddie Cochran,84.0,84,136
1987-02-14,90,Dominoes,Robbie Nevil,90.0,90,136
1973-08-18,92,Yes We Can Can,The Pointer Sisters,92.0,92,136
2004-10-23,72,How Am I Doin',Dierks Bentley,72.0,72,136
1986-10-04,94,Welcome To The Boomtown,David & David,94.0,94,136
1972-10-21,65,It Never Rains In Southern California,Albert Hammond,65.0,65,136
1976-07-04,59,Let 'em In,Wings,59.0,59,136
1986-06-07,76,All The Love In The World,The Outfield,76.0,76,136
1973-12-22,71,Put Your Hands Together,The O'Jays,71.0,71,136
1981-03-21,79,I Missed Again,Phil Collins,79.0,79,136
1979-09-01,82,Good Girls Don't,The Knack,82.0,82,136
1989-08-26,94,Call It Love,Poco,94.0,94,136
2018-02-10,9,Say Something,Justin Timberlake Featuring Chris Stapleton,9.0,9,136
1981-02-07,85,Just Between You And Me,April Wine,85.0,85,136
2012-11-17,99,Tip It On Back,Dierks Bentley,91.0,99,136
1989-01-28,74,Walk The Dinosaur,Was (Not Was),74.0,74,136
1983-08-27,37,King Of Pain,The Police,37.0,37,136
1991-05-04,94,Gypsy Woman (She's Homeless),Crystal Waters,94.0,94,136
1977-07-09,81,Float On,The Floaters,81.0,81,136
1999-02-13,85,Crush,Dave Matthews Band,85.0,85,136
1978-10-21,75,How You Gonna See Me Now,Alice Cooper,75.0,75,136
1968-12-28,100,Things I'd Like To Say,New Colony Six,100.0,100,136
1991-07-20,40,The Promise Of A New Day,Paula Abdul,40.0,40,136
2017-04-08,9,Portland,Drake Featuring Quavo & Travis Scott,9.0,9,136
1992-12-05,86,I Love You Period,Dan Baird,86.0,86,136
2002-09-07,76,Where Would You Be,Martina McBride,76.0,76,136
2019-02-09,88,Shot Clock,Ella Mai,88.0,88,136
1959-08-17,56,('til) I Kissed You,The Everly Brothers,56.0,56,136
1987-10-17,93,Motortown,The Kane Gang,93.0,93,136
1984-01-07,61,Wrapped Around Your Finger,The Police,61.0,61,136
1983-05-07,56,I'm Still Standing,Elton John,56.0,56,136
1973-07-14,68,"Say, Has Anybody Seen My Sweet Gypsy Rose",Dawn Featuring Tony Orlando,68.0,68,136
1979-03-31,38,Goodnight Tonight,Wings,38.0,38,136
1960-01-25,86,Harbor Lights,The Platters,86.0,86,136
1985-11-09,87,Face The Face,Pete Townshend,87.0,87,136
1973-09-15,86,Paper Roses,Marie Osmond,86.0,86,136
1974-07-20,71,Clap For The Wolfman,The Guess Who,71.0,71,136
1998-01-03,91,Ain't That Just The Way,Lutricia McNeal,91.0,91,136
2013-04-13,98,Lego House,Ed Sheeran,98.0,98,136
1991-03-16,76,Voices That Care,Voices That Care,76.0,76,136
1972-05-27,82,The Happiest Girl In The Whole U.S.A.,Donna Fargo,82.0,82,136
2012-12-08,98,Remember You,Wiz Khalifa Featuring The Weeknd,98.0,98,136
1983-06-11,60,Hot Girls In Love,Loverboy,60.0,60,136
1976-08-28,83,You Are My Starship,Norman Connors,83.0,83,136
1998-10-17,59,Wherever You Go,Voices Of Theory,59.0,59,136
1962-06-02,84,Twist And Shout,The Isley Brothers,84.0,84,136
1960-08-22,99,Diamonds And Pearls,The Paradons,99.0,99,136
2002-05-04,85,Don't Say Goodbye,Paulina Rubio,85.0,85,136
1989-02-25,67,Heaven Help Me,Deon Estus With George Michael,67.0,67,136
2006-08-26,95,Every Mile A Memory,Dierks Bentley,95.0,95,136
1996-10-05,62,Music Makes Me High,Lost Boyz,62.0,62,136
1959-03-09,55,Come Softly To Me,The Fleetwoods,55.0,55,136
1978-09-23,87,Got To Have Loving,Don Ray,87.0,87,136
2016-06-11,90,From The Ground Up,Dan + Shay,90.0,90,136
1972-07-29,86,The City Of New Orleans,Arlo Guthrie,86.0,86,136
1979-09-29,80,Half The Way,Crystal Gayle,80.0,80,136
1973-01-27,54,Killing Me Softly With His Song,Roberta Flack,54.0,54,136
1994-12-24,91,Pimp Of The Year,Dru Down,91.0,91,136
1988-01-16,56,Just Like Paradise,David Lee Roth,56.0,56,136
1984-12-22,79,Mr. Telephone Man,New Edition,79.0,79,136
1961-05-01,90,Raindrops,Dee Clark,90.0,90,136
1959-09-07,78,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,78.0,78,136
1972-06-03,64,(If Loving You Is Wrong) I Don't Want To Be Right,Luther Ingram,64.0,64,136
1988-04-16,87,Should I Say Yes?,Nu Shooz,87.0,87,136
2014-03-15,100,Sleeping With A Friend,Neon Trees,100.0,100,136
1974-12-21,89,To The Door Of The Sun (Alle Porte Del Sole),Al Martino,89.0,89,136
2007-02-17,48,Over It,Katharine McPhee,48.0,48,136
2004-01-17,72,In My Daughter's Eyes,Martina McBride,72.0,72,136
1977-08-27,75,"Signed, Sealed, Delivered (I'm Yours)",Peter Frampton,75.0,75,136
1973-03-31,98,Give It To Me,The J. Geils Band,98.0,98,136
1989-03-18,38,Like A Prayer,Madonna,38.0,38,136
2001-02-10,89,One More Time,Daft Punk,89.0,89,136
1991-09-28,88,Groovy Train,The Farm,88.0,88,136
1967-11-18,33,Daydream Believer,The Monkees,33.0,33,136
1972-06-17,68,Brandy (You're A Fine Girl),Looking Glass,68.0,68,136
1984-08-25,49,Lucky Star,Madonna,49.0,49,136
1962-12-08,87,You've Really Got A Hold On Me,The Miracles,87.0,87,136
1996-10-19,88,I Luv U Baby,The Original,88.0,88,136
1964-01-04,96,Java,Al (He's the King) Hirt,96.0,96,136
1996-10-26,47,Dance Into The Light,Phil Collins,47.0,47,136
1990-04-14,84,Ooh La La (I Can't Get Over You),Perfect Gentlemen,84.0,84,136
1967-05-13,90,Little Bit O' Soul,The Music Explosion,90.0,90,136
1980-08-02,61,All Over The World,Electric Light Orchestra,61.0,61,136
1974-02-23,84,My Mistake (Was To Love You),Diana Ross & Marvin Gaye,84.0,84,136
1971-12-04,68,Let's Stay Together,Al Green,68.0,68,136
1969-12-06,97,Arizona,Mark Lindsay,97.0,97,136
1990-10-13,80,My Love Is A Fire,Donny Osmond,80.0,80,136
2010-07-17,22,POWER,Kanye West,22.0,22,136
1971-04-10,79,Want Ads,The Honey Cone,79.0,79,136
1988-08-20,92,It Takes Two,Rob Base & D.J. E-Z Rock,92.0,92,136
1969-11-08,50,Someday We'll Be Together,Diana Ross & The Supremes,50.0,50,136
1989-06-17,70,Sacred Emotion,Donny Osmond,70.0,70,136
1990-07-21,81,Banned In The U.S.A.,Luke Featuring The 2 Live Crew,81.0,81,136
1988-11-19,96,Cross My Heart,Eighth Wonder,96.0,96,136
1980-07-26,86,No Night So Long,Dionne Warwick,86.0,86,136
1971-03-27,88,Sweet And Innocent,Donny Osmond of The Osmonds,88.0,88,136
2019-06-29,100,The Ones That Didn't Make It Back Home,Justin Moore,100.0,100,136
1974-10-05,92,Fairytale,The Pointer Sisters,92.0,92,136
1986-05-31,65,Opportunities (Let's Make Lots Of Money),Pet Shop Boys,65.0,65,136
1961-09-11,74,Bristol Stomp,The Dovells,74.0,74,136
1994-05-07,93,Moving On Up,M People,93.0,93,136
1984-07-07,85,All Of You,Julio Iglesias & Diana Ross,85.0,85,136
1985-03-16,90,'Til My Baby Comes Home,Luther Vandross,90.0,90,136
2016-03-12,85,Mind Reader,Dustin Lynch,85.0,85,136
2015-06-20,99,Hell Of A Night,Dustin Lynch,99.0,99,136
1986-03-15,73,Take Me Home,Phil Collins,73.0,73,136
1968-10-19,43,Love Child,Diana Ross & The Supremes,43.0,43,136
1990-04-28,97,Sittin' In The Lap Of Luxury,Louie Louie,97.0,97,136
1985-10-26,46,Election Day,Arcadia,46.0,46,136
1975-08-23,64,Do It Any Way You Wanna,People's Choice,64.0,64,136
1963-04-06,97,Come And Get These Memories,Martha & The Vandellas,97.0,97,136
1969-09-27,86,"Baby, I'm For Real",The Originals,86.0,86,136
1980-09-06,40,Real Love,The Doobie Brothers,40.0,40,136
1960-12-12,71,Shop Around,"The Miracles (featuring Bill ""Smokey"" Robinson)",71.0,71,136
1990-11-17,46,Justify My Love,Madonna,46.0,46,136
1995-02-18,52,If You Think You're Lonely Now,K-Ci Hailey,52.0,52,136
1959-04-13,95,Quiet Village,The Exotic Sounds of Martin Denny,95.0,95,136
1980-02-23,60,I Can't Tell You Why,Eagles,60.0,60,136
1986-01-25,80,No Easy Way Out,Robert Tepper,80.0,80,136
1959-04-06,77,So Fine,The Fiestas,77.0,77,136
1974-12-21,87,Can't Get It Out Of My Head,Electric Light Orchestra,87.0,87,136
2019-03-23,75,Here With Me,Marshmello Featuring CHVRCHES,75.0,75,136
1960-11-14,35,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,35.0,35,136
1988-01-23,66,Hysteria,Def Leppard,66.0,66,136
1974-11-16,74,Morning Side Of The Mountain,Donny & Marie Osmond,74.0,74,136
1961-09-18,78,I Understand (Just How You Feel),The G-Clefs,78.0,78,136
1984-02-18,61,Girls,Dwight Twilley,61.0,61,136
2006-05-20,87,Doing Too Much,Paula DeAnda Featuring Baby Bash,87.0,87,136
1975-04-05,83,Only Women,Alice Cooper,83.0,83,136
2021-03-20,1,What's Next,Drake,1.0,1,136
1983-08-06,86,Big Log,Robert Plant,86.0,86,136
1980-12-06,84,Heartbreak Hotel,The Jacksons,84.0,84,136
1984-01-14,58,New Moon On Monday,Duran Duran,58.0,58,136
1990-09-22,90,Lyin' To Myself,David Cassidy,90.0,90,136
1988-07-30,74,A Nightmare On My Street,D.J. Jazzy Jeff & The Fresh Prince,74.0,74,136
1983-01-22,78,Fall In Love With Me,"Earth, Wind & Fire",78.0,78,136
1979-07-14,80,The Boss,Diana Ross,80.0,80,136
1994-10-01,93,Undone - The Sweater Song,Weezer,93.0,93,136
1989-02-25,78,Seventeen,Winger,78.0,78,136
1979-05-26,70,I Was Made For Lovin' You,KISS,70.0,70,136
1976-06-26,77,"Baby, I Love Your Way",Peter Frampton,77.0,77,136
1972-11-18,93,The World Is A Ghetto,War,93.0,93,136
1982-02-20,67,Freeze-frame,The J. Geils Band,67.0,67,136
1989-04-29,90,Down Boys,Warrant,90.0,90,136
1988-10-15,49,I Don't Want Your Love,Duran Duran,49.0,49,136
2007-02-17,99,Anyway,Martina McBride,99.0,99,136
1964-09-05,73,Last Kiss,J. Frank Wilson and The Cavaliers,73.0,73,135
1998-10-24,13,Come And Get With Me,Keith Sweat Featuring Snoop Dogg,13.0,13,120
2001-06-02,29,Pop,'N Sync,29.0,29,120
2021-07-31,14,Wild Side,Normani Featuring Cardi B,14.0,14,120
1972-04-08,63,I'll Take You There,The Staple Singers,63.0,63,120
1984-06-30,63,Sexy Girl,Glenn Frey,63.0,63,120
1984-01-21,86,Runner,Manfred Mann's Earth Band,86.0,86,120
1988-08-20,63,True Love,Glenn Frey,63.0,63,120
1989-12-02,66,Peace In Our Time,Eddie Money,66.0,66,120
1973-08-11,99,Rocky Mountain Way,Joe Walsh,99.0,99,120
1974-06-22,89,Call On Me,Chicago,89.0,89,120
1968-01-27,92,Cab Driver,The Mills Brothers,92.0,92,120
1991-10-19,66,Can't Truss It,Public Enemy,66.0,66,120
1959-02-16,70,Alvin's Harmonica,David Seville And The Chipmunks,70.0,70,120
2016-03-19,8,Piece By Piece,Kelly Clarkson,8.0,8,120
1998-04-11,35,Second Round K.O.,Canibus,35.0,35,120
1967-09-02,83,Expressway (To Your Heart),Soul Survivors,83.0,83,120
1996-06-22,92,Macarena,Los Del Mar,92.0,92,120
1980-12-20,82,Back In Black,AC/DC,82.0,82,120
1997-08-16,55,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",Foxy Brown Featuring Dru Hill,55.0,55,120
1978-06-10,71,Life's Been Good,Joe Walsh,71.0,71,120
1962-05-26,91,Having A Party,Sam Cooke,91.0,91,120
1983-03-19,80,Mornin',Jarreau,80.0,80,120
2008-10-25,91,Lookin' For A Good Time,Lady Antebellum,91.0,91,120
1961-08-07,87,Take Good Care Of My Baby,Bobby Vee,87.0,87,120
1979-03-31,93,Hot Number,Foxy,93.0,93,120
2011-03-19,92,Did It On'em,Nicki Minaj,92.0,92,120
1974-10-19,56,Wishing You Were Here,Chicago,56.0,56,120
1958-09-29,74,Call Me,Johnny Mathis,74.0,74,120
1979-11-24,96,Do You Love What You Feel,Rufus And Chaka Khan,96.0,96,120
1967-02-11,79,Happy Together,The Turtles,79.0,79,120
1977-01-15,84,Boogie Child,Bee Gees,84.0,84,120
1977-04-09,82,Slow Dancin' Don't Turn Me On,Addrisi Brothers,82.0,82,120
1964-10-31,70,Mr. Lonely,Bobby Vinton,70.0,70,120
2012-12-29,88,Merry Go 'round,Kacey Musgraves,88.0,88,120
1987-07-11,73,Who Found Who,Jellybean Featuring Elisa Fiorillo,73.0,73,120
1979-07-21,74,"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,74.0,74,120
1981-11-21,89,Come Go With Me,The Beach Boys,89.0,89,120
2011-06-04,92,Don't Wanna Go Home,Jason Derulo,92.0,92,120
1961-05-01,95,Moody River,Pat Boone,95.0,95,120
1979-10-20,59,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,59.0,59,120
2006-04-29,17,Let U Go,Ashley Parker Angel,17.0,17,120
1995-05-20,96,Shimmy Shimmy Ya,Ol' Dirty Bastard,96.0,96,120
1968-06-15,95,"Turn Around, Look At Me",The Vogues,95.0,95,120
1994-01-15,93,(Lay Your Head On My) Pillow,Tony Toni Tone,93.0,93,120
1982-09-25,74,Love Me Tomorrow,Chicago,74.0,74,120
2021-05-08,99,Way Less Sad,AJR,99.0,99,120
1990-11-24,90,Candy,Iggy Pop With Kate Pierson,90.0,90,120
1991-06-22,100,Can You Stop The Rain,Peabo Bryson,100.0,100,120
1990-12-22,66,It Never Rains (In Southern California),Tony Toni Tone,66.0,66,120
1965-07-24,78,You Were On My Mind,We Five,78.0,78,120
1988-05-14,88,Trouble,Nia Peeples,88.0,88,120
2012-12-29,93,Who Booty,Jonn Hart Featuring IamSU!,93.0,93,120
2014-01-25,100,Ride,SoMo,100.0,100,120
2012-06-16,93,Chasing The Sun,The Wanted,93.0,93,120
1970-04-04,74,Everything Is Beautiful,Ray Stevens,74.0,74,120
1989-06-24,93,Don't Say You Love Me,Billy Squier,93.0,93,120
2015-08-22,91,Comfortable,K Camp,91.0,91,120
2001-10-27,75,With Me,Lonestar,75.0,75,120
1973-04-28,71,One Of A Kind (Love Affair),The Spinners,71.0,71,120
1961-07-31,76,It's Gonna Work Out Fine,Ike & Tina Turner,76.0,76,120
2002-03-16,75,This Woman's Work,Maxwell,75.0,75,120
1972-07-01,87,Pop That Thang,The Isley Brothers,87.0,87,120
1973-08-11,81,Free Ride,Edgar Winter Group,81.0,81,120
1972-01-01,87,Bang A Gong (Get It On),T. Rex,87.0,87,120
1980-12-27,83,(Ghost) Riders In The Sky,Outlaws,83.0,83,120
1994-10-29,92,Tic Toc,Lords Of The Underground,92.0,92,120
2011-05-21,72,I'm Into You,Jennifer Lopez Featuring Lil Wayne,72.0,72,120
2015-11-28,61,Do It Like Me,DLOW,61.0,61,120
1991-08-10,77,Love. . .Thy Will Be Done,Martika,77.0,77,120
2003-08-02,99,24's,T.I.,99.0,99,120
1981-08-29,88,Alien,Atlanta Rhythm Section,88.0,88,120
1964-05-23,76,I Get Around,The Beach Boys,76.0,76,120
1969-10-25,87,Down On The Corner/Fortunate Son,Creedence Clearwater Revival,87.0,87,120
1988-03-26,61,Always On My Mind,Pet Shop Boys,61.0,61,120
1967-01-28,90,"For What It's Worth (Stop, Hey What's That Sound)",Buffalo Springfield,90.0,90,120
1978-12-23,77,No Tell Lover,Chicago,77.0,77,120
2020-01-18,2,Yummy,Justin Bieber,2.0,2,120
1963-08-10,78,Blue Velvet,Bobby Vinton,78.0,78,120
2010-04-03,44,I'm Back,T.I.,44.0,44,120
1966-05-07,90,Strangers In The Night,Frank Sinatra,90.0,90,120
1973-09-08,89,Nutbush City Limits,Ike & Tina Turner,89.0,89,120
1986-06-28,85,Taken In,Mike + The Mechanics,85.0,85,120
2008-10-25,81,Bust Your Windows,Jazmine Sullivan,81.0,81,120
1963-07-06,90,More,Kai Winding & Orchestra,90.0,90,120
1973-06-16,89,Nobody Wants You When You're Down And Out,Bobby Womack,89.0,89,120
1971-07-03,80,Whatcha See Is Whatcha Get,The Dramatics,80.0,80,120
1973-05-12,95,Satin Sheets,Jeanne Pruett,95.0,95,120
2008-09-27,100,Let It Go,Tim McGraw,100.0,100,120
1961-11-13,89,It Will Stand,The Showmen,89.0,89,120
1975-02-22,82,Long Tall Glasses (I Can Dance),Leo Sayer,82.0,82,120
2019-06-29,97,It's You,Ali Gatie,97.0,97,120
1960-02-22,92,Angela Jones,Johnny Ferguson,92.0,92,120
1967-10-28,93,Skinny Legs And All,Joe Tex,93.0,93,120
1992-12-19,80,Steam,Peter Gabriel,80.0,80,120
1981-10-10,85,Never Too Much,Luther Vandross,85.0,85,120
1985-04-06,77,Do You Wanna Get Away,Shannon,77.0,77,120
1981-11-14,76,Someone Could Lose A Heart Tonight,Eddie Rabbitt,76.0,76,120
1982-04-03,89,Without You (Not Another Lonely Night),Franke & The Knockouts,89.0,89,120
1973-07-21,93,Jimmy Loves Mary-Anne,Looking Glass,93.0,93,120
1991-10-05,69,Get A Leg Up,John Mellencamp,69.0,69,120
2014-03-01,75,Stoner,Young Thug,75.0,75,120
1973-06-23,99,The Morning After,Maureen McGovern,99.0,99,120
1969-10-25,88,Evil Woman Don't Play Your Games With Me,CROW,88.0,88,120
2001-08-11,76,Set It Off,Juvenile,76.0,76,120
1997-03-22,22,Ghetto Love,Da Brat Featuring T-Boz,22.0,22,120
1997-03-15,35,Head Over Heels,Allure Featuring NAS,35.0,35,120
2006-09-02,88,It's Okay (One Blood),The Game Featuring Junior Reid,88.0,88,120
1985-11-02,88,Count Me Out,New Edition,88.0,88,120
2020-06-06,62,Need It,Migos Featuring YoungBoy Never Broke Again,62.0,62,120
1962-10-13,91,Don't Hang Up,The Orlons,91.0,91,120
1971-01-02,78,One Bad Apple,The Osmonds,78.0,78,120
1974-09-07,90,Life Is A Rock (But The Radio Rolled Me),Reunion,90.0,90,120
2000-11-04,75,www.memory,Alan Jackson,75.0,75,120
2007-03-17,96,Last Dollar (Fly Away),Tim McGraw,96.0,96,120
1984-03-03,77,A Fine Fine Day,Tony Carey,77.0,77,120
2015-03-28,97,Wild Child,Kenny Chesney With Grace Potter,98.0,97,120
1979-10-13,70,Take The Long Way Home,Supertramp,70.0,70,120
2002-01-26,67,Hey Luv (Anything),Mobb Deep Featuring 112,67.0,67,120
2003-11-01,73,Chicks Dig It,Chris Cagle,73.0,73,120
1996-06-29,67,"Someday (From ""The Hunchback Of Notre Dame"")",All-4-One,67.0,67,120
1968-03-02,87,Young Girl,The Union Gap Featuring Gary Puckett,87.0,87,120
1988-02-06,66,Check It Out,John Mellencamp,66.0,66,120
1962-02-03,70,Twistin' The Night Away,Sam Cooke,70.0,70,120
1985-05-04,84,My Toot Toot,Jean Knight,84.0,84,120
1964-01-25,69,She Loves You,The Beatles,69.0,69,120
1981-12-12,80,All Our Tomorrows,Eddie Schwartz,80.0,80,120
1959-10-12,97,Dance With Me,The Drifters,97.0,97,120
1961-07-31,90,The Mountain's High,Dick and DeeDee,90.0,90,120
1958-11-03,54,Beep Beep,The Playmates,54.0,54,120
2000-08-12,98,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,98.0,98,120
2003-10-18,95,Another Postcard (Chimps),Barenaked Ladies,95.0,95,120
1971-10-16,89,All I Ever Need Is You,Sonny & Cher,89.0,89,120
1979-11-17,73,Third Time Lucky (First Time I Was A Fool),Foghat,73.0,73,120
1958-09-29,100,Forget Me Not,Kalin Twins,100.0,100,120
2004-10-30,85,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,85.0,85,120
1997-11-15,93,Don't Stop The Music,Playa,93.0,93,120
1977-07-09,77,How Much Love,Leo Sayer,77.0,77,120
1978-02-11,73,Thank You For Being A Friend,Andrew Gold,73.0,73,120
2005-10-08,58,Have A Nice Day,Bon Jovi,58.0,58,120
1995-10-28,90,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,Shania Twain,90.0,90,120
1967-04-01,88,Somebody To Love,Jefferson Airplane,88.0,88,120
2005-11-05,93,Hypnotize,System Of A Down,98.0,93,120
1962-06-09,68,Roses Are Red (My Love),Bobby Vinton,68.0,68,120
1989-11-25,91,Wait For You,Bonham,91.0,91,120
2021-03-27,83,Follow You,Imagine Dragons,84.0,83,120
1958-12-29,81,La Bamba,Ritchie Valens,81.0,81,120
2001-11-10,97,From Her Mama (Mama Got A**),Juvenile,97.0,97,120
1970-07-25,99,It's A Shame,The Spinners,99.0,99,120
1994-03-19,91,Completely,Michael Bolton,91.0,91,120
1987-02-28,71,Come As You Are,Peter Wolf,71.0,71,120
1984-10-13,90,Don't Stop,Jeffrey Osborne,90.0,90,120
1962-07-14,95,A Taste Of Honey,Martin Denny and His Orchestra,95.0,95,120
2013-04-27,12,Gentleman,PSY,12.0,12,120
1981-11-07,51,Yesterday's Songs,Neil Diamond,51.0,51,120
1983-10-22,56,Why Me?,Irene Cara,56.0,56,120
1983-05-21,86,The Salt In My Tears,Martin Briley,86.0,86,120
1969-01-04,84,Build Me Up Buttercup,The Foundations,84.0,84,120
2020-11-07,77,So Done,The Kid LAROI,77.0,77,120
1987-05-16,83,Funkytown,Pseudo Echo,83.0,83,120
1970-02-07,92,Come And Get It,Badfinger,92.0,92,120
1966-09-03,82,Reach Out I'll Be There,Four Tops,82.0,82,120
2016-01-23,97,Nobody To Blame,Chris Stapleton,97.0,97,120
1975-01-25,85,Express,B.T. Express,85.0,85,120
1968-11-02,75,Wichita Lineman,Glen Campbell,75.0,75,120
1977-01-08,71,Go Your Own Way,Fleetwood Mac,71.0,71,120
1982-06-05,88,I Really Don't Need No Light,Jeffrey Osborne,88.0,88,120
1974-01-26,83,Mighty Love - Pt. 1,The Spinners,83.0,83,120
1984-10-27,85,(Pride) In The Name Of Love,U2,85.0,85,120
1964-09-12,86,Come A Little Bit Closer,Jay & The Americans,86.0,86,120
1973-02-03,87,Ain't No Woman (Like The One I've Got),Four Tops,87.0,87,120
2010-12-18,55,Who Dat Girl,Flo Rida Featuring Akon,55.0,55,120
1964-01-18,45,I Want To Hold Your Hand,The Beatles,45.0,45,120
1979-06-23,85,Hot Summer Nights,Night,85.0,85,120
1978-07-08,89,Fool If You Think It's Over,Chris Rea,89.0,89,120
1961-05-22,99,Quarter To Three,U.S. Bonds,99.0,99,120
1968-03-30,81,Tighten Up,Archie Bell & The Drells,81.0,81,120
1990-03-17,69,Love Child,Sweet Sensation,69.0,69,120
1987-07-25,85,Fake,Alexander O'Neal,85.0,85,120
1985-03-16,47,That Was Yesterday,Foreigner,47.0,47,120
1983-05-14,93,Slipping Away,Dave Edmunds,93.0,93,120
1991-05-04,96,Can I Call You My Girl,PC Quest,96.0,96,120
1959-01-12,90,Petite Fleur (Little Flower),Chris Barber's Jazz Band,90.0,90,120
1979-11-03,64,Jane,Jefferson Starship,64.0,64,120
2021-05-01,18,Ski,Young Thug & Gunna,18.0,18,120
1959-12-28,78,Down By The Station,The Four Preps,78.0,78,120
1979-10-06,64,TUSK,Fleetwood Mac,64.0,64,120
1963-06-01,86,So Much In Love,The Tymes,86.0,86,120
1969-11-22,89,Walkin' In The Rain,Jay & The Americans,89.0,89,120
1987-12-19,97,Twilight World,Swing Out Sister,97.0,97,120
1972-12-30,79,Could It Be I'm Falling In Love,The Spinners,79.0,79,120
1979-11-03,97,I Call Your Name,Switch,97.0,97,120
1997-03-01,81,Talk To Me,Wild Orchid,81.0,81,120
1977-01-08,83,Be My Girl,The Dramatics,83.0,83,120
1960-05-09,97,Wonderful World,Sam Cooke,97.0,97,120
1972-09-16,74,I'll Be Around,The Spinners,74.0,74,120
1982-06-26,48,Wasted On The Way,"Crosby, Stills & Nash",48.0,48,120
